happy girl.,"i was so scared to order a $600 8 plus off amazon and after reading some of the reviews it made me a lil more scared. i just got my phone in the mail today and it came in a nice little assorted box with a charger and everything. i took the phone out it already had a screen protector on so that was a plus, i cut it on and activated it with no problem, and so far it’s working perfectly fine, just like new. so far so great :) thank you buyspry or however u spell it lol ",2019年1月8日 在美国审核
100/5!,"i always buy my phones on amazon. it's always cheaper and more convenient. i have since upgraded to the xs max, but i loved this phone when i had it. there were absolutely no flaws when i received it (cracks, dents, scratches, etc). it looked and operated like a brand new iphone. all of the switches, touch id, cameras, etc worked perfectly fine. i used this with straight talk and had no issues putting my sim card in and getting signal.one thing to note is that you will have to buy your own headphone adapter (they're about $9 on apple's website) if you don't have airpods/wireless headphones since the headphone jack is now gone. the package only included a white box, the phone in protective films, a couple of info papers, and a charger.overall, i'm extremely happy with my purchase and i will buy again if the time arises.",2018年9月12日 在美国审核
Phone locked on AT&amp;T network,"Received the phone and took it to AT&amp;T to have them swap the SIM card from my old phone to this iPhone 8+. Couldn't make outbound calls or messages, only iMessages on WiFi. Called AT&amp;T and they said the phone was locked in their system and had been flagged as Lost or Stolen, and they wouldn't unlock it without the original purchaser's consent. Phone un-usable.",2018年11月30日 在美国审核
Don’t but electronics here,This item wasn’t even a iPhone it’s a cheep android not the real iPhone ,2018年12月14日 在美国审核
Phone stopped working iphone 8 Plus,"Dear Sir/ Madam,Hope doing greatI purchased iphone 8 Plus in the month of Feb 2018, Now today this iphone is not working at all ,i spent 800$ on this product which is not at all worth. I request you to help me",2018年10月11日 在美国审核
So Depressed :(,Scratch every where.,2019年4月12日 在美国审核
It’s alright,I knew it wouldn’t be perfect since it’s refurbished but I just a little disappointed. The front screen had a scratch on it (yes a scratch) and one of the speakers was not functional. Also there were other obvious signs of use (stratches on the home button and back camera etc) which were expertly as per the item discription. If not for the scratch on the screen I would have been happy with the purchase.,2018年9月16日 在美国审核
Just as Powerful as the New IPhones but with a Home Button,"I have had everything from an SE to an X. And there was good and bad about all of them. It’s taken me a while to get an 8plus because they are overpriced in my opinion. However I love iPhone technology and wanted a phone as heavy as the X but I need a home screen button. Even though I have procrastinated on getting the 8 plus for so long I’m glad I did. It’s a big screen phone, nice weight, updated to same software as the brand new iPhones and has the home button that I need. I’m glad we finally own one.",2019年3月9日 在美国审核
No headphones.,Was pretty disappointed as the phone did not come with headphones which is kind of a problem since there’s no headphone jack. I looked to see the details of the purchase however the listing was switched out for a different phone so I couldnt.However looked new. The phone also started showing a blue dot on the screen when using the front facing camera literally a week after getting it,2018年10月6日 在美国审核
STOLEN PHONE,We received a STOLEN phone. It was a super inconvenience. We had to get an entirely new SIM card and had to spend HOURS fixing this mess. Extremely dissatisfied.,2019年2月4日 在美国审核
