As advertised,"I was a little sceptical buying this phone because some of the reviews said that the phone they received was locked or had slight damage. However, the one I received was perfect. It came fully unlocked andundamaged. It looks as if I had baught it straight from apple. So far an overall 5 stars and no complaints.",2019年4月27日 在美国审核
Trustworthy,"This seller is amazing was a bit skeptical at first but this phone met my every expectation, very trustworthy in every way no it doesn’t come with headphones. At least it comes with a charger &amp; a 90 day warranty I also got a brand new spanking battery I’ve checked the serial number online it is worthy!!",2019年6月12日 在美国审核
Good phone,I don’t know why everyone’s giving this seller a bad review. Excellent phone and fast shipping 5 stars for me . I will be back to buy more soon.,2019年5月21日 在美国审核
Go for it!,"Received my IPhone a few days ago and everything is working. There’s a barely noticeable scratch on the screen, but that is normal since it is refurbished. I was hesitant to buy it due to the bad reviews, but my phone is unlocked (checked with Apple) and I love it. My seller was 2019bestsale, it’s a little bit more expensive but worth it.",2019年5月21日 在美国审核
theyre very good looking and not glitchy,i absolutly LOVED this IPhone XR it was wonderful!!!!!!!!!!!,2019年4月3日 在美国审核
Don’t listen to all the negative reviews!,"I’ll admit after reading through the reviews I was VERY hesitant but I am BEYOND happy with my purchase.<br>The phone is FLAWLESS. Yes you read that right, absolutely flawless. It came with a glass screen protector already installed and all OEM accessories. Phone has a BRAND NEW 100% capacity battery and is still under factory warranty until May 2020. I understand some of this will vary but this is a review of my experience.I purchased another “renewed” phone, Pixel 2XL, from a different seller and it’s perfectly functional but no where near the condition this iPhone XR arrived in.I just popped my SIM card in and it worked right away. Usually with my carrier I have to call in with the imei number but I didn’t have to. I also tried a GSM SIM card and it worked too, fully unlocked as advertised.Best. Used. Phone. Purchase. Ever.So glad I did not listen to all the negative reviews!</br>",2019年8月15日 在美国审核
Came in new and unlocked,"I purchased this phone for my daughter and it came with no scratches or marks, however it did not come with headphones",2019年5月14日 在美国审核
FRAUDS- phones SOLD ARE STOLEN,"Just was told by my carrier, ATT, that this phone is blacklisted. The phone was blacklisted after 1 week of receiving the phone. THANKS AMAZON",2019年8月20日 在美国审核
Mind Blown,"Update: 04/06/2021: I still have this phone. Still works amazing. Battery lasts me all day even at 50%. Works like new. 100% worth every penny :).Update: 10/27/2020: My phone still works the same way it did when I got it even though I’ve dropped it and mishandled it a few times :)Update 03/14/2020: This phone still works perfectly. I don’t carry my charger with me during the day anymore. 64GB is a perfect amount of storage. This phone has frozen up less than 5 times since I got it. Screen still looks great (I cracked it but it’s working) and everything is still fast and accurate. I’ve had no issues. This is the best phone I’ve had in a while. Also the camera is amazing and I’ve come to fall in love with it. (I’ve attached a picture I took with the phone below)My phone is amazing! Obviously I’d show it if I wasn’t on it right now. I waited a few days before making this review so I could make sure no quirks popped up.First of all this is the best battery life I’ve ever had on a phone EVER. I went out for 8 hours and came home and my phone was on 74% at the end of the day. Same thing with school. My phone was at about 50% at the end of the school day. Now it charges pretty slowly in my opinion but the slow charging is definitely worth the battery.Size wise the phone is pretty big. It is a handful to hold and hard to throw in my pocket. The screen size is beautiful for watching videos and doing digital stuff but the phone is just a little big.The software works perfectly. The touch is fine, Face ID is incredibly fast and accurate, and it opens apps very fast. It also responds really well to my touch. My last phone did not.The speaker is amazing. It’s so loud that I didn’t even need my speaker in the shower. The phone was loud enough by itself. I took a call in a room full of noisy kids and my dad said he couldn’t even really hear them. So they cancel noise. Microphone is good. I can say “hey Siri” quietly and it’ll activate.Overall I’m really impressed. I was very nervous looking at other reviews but my phone is working so perfectly right now. I am definitely satisfied especially with paying $200 less than apple was charging.Then again I upgraded from a cracked 6s so that could be the reason I’m so over the moon haha",2019年8月14日 在美国审核
Great!,"It took a little while for it to arrive. But other than that it is a great phone, nice pictures, its pretty heavy though. But iPhones are not for me, I'm going back to Samsung",2019年5月9日 在美国审核
That it ships really fast,Phone looks literally brand new no cracks work fine and the battery is 100% like I just brought it from a store 100% recommended this phone,2019年7月9日 在美国审核
Just A perfect unlocked Iohone for less than 500$ that’s all I needed and wanted!,"Just what I needed for my teenager, she wanted a Newer IPhonealmost 1,000$ which no way in H*! I was going to spend that money...So I looked on Amazon and came across this iPhone XR, read the reviews, thought about it for a little and decided to give it a try, the one part that convinced me was the price and most importantly that the purchase was backed up with Amazon Purchase and Returns so received it yesterday, fully unlocked, no scratches or dents, screen was in perfect shape. Came with the charger and it was just like any brand new purchased phone.I had a previous SIM card, called Metro by TMobile and Transferred alTransferredl the info to the new IPhone and Vuala, i Gad a fully working iPhone for less than 500$ (My goal) and didn’t even needed to go to the store to activate.So, overall on my personal opinion with no benefits or paying me for review, this was a GREAT purchase!",2020年3月5日 在美国审核
699$ im highly dissappointed,I purchased this red xr about 3 weeks ago i finally decided to activate it i open the box theres no earbuds inside as well as the sim card tray was missing,2019年7月3日 在美国审核
Buyer beware!!,Back was cracked in several places. Screen severely scratched. Phone locked so unable to immediately see if it works. Spent over $800 would not recommend.,2019年6月10日 在美国审核
