Phone was not unlocked,"No carrier was able to activate the phone because there are ""unpaid or overdue"" charges on the AT&amp;T account. This is not an unlocked phone and it is completely unusable.",2019年6月24日 在美国审核
Perfect,i was scared that something was going to go wrong but the phone looks like new it doesnt have 1 scratch 100% recommend it,2019年10月24日 在美国审核
Got a faulty phone. Waste of time.,Though it says as certified refurbished but got a phone which has dead pixels and also flickering screen at the bottom.,2019年6月17日 在美国审核
Worst Amazon Purchase I've ever made,"This phone arrived cracked in the corner, and the unlock button was very soft and mushy.I considered having the back glass replaced, but on startup it displays an AT&amp;T logo(I do not have AT&amp;T).I paid an online service like $15 to unlock it, and they said they couldn't do so because this phone is still under contract. Total waste of time and money...I wish I had checked the reviews to see that this is a scam.",2019年7月12日 在美国审核
Renewed feels and looks brand new!,"Renewed unlocked S10 looks and feels completely brand new for hundreds less.The box(with the exception of the tape), manuals, chargers, headphones, and usb phone switch piece, all brand new and working. Manufacturer unlocked and working great with my sim card. So happy I saved so much money.",2019年8月28日 在美国审核
Not unlocked- review for RSCells,"This phone is used and locked. Phone is not ""Amazon renewed."" This is a private seller selling a locked phone. I couldn't activate it on Verizon. My sim, which I've moved between phones before, was not recognized by this phone.This phone seems to be previously paired (and still locked) onthe Spectrum network. A screen protector was also advertised, but it was not included; unless you consider the huge plastic that covered the screen a screen protector. (pictured)",2019年10月4日 在美国审核
Sketchy phone but it works for the most part,"The phone is fine. It says factory unlocked, but when you switch on the phone, it opens with an AT&amp;T symbol every time and has AT&amp;T specific apps installed on it which can’t be deleted. My Verizon SIM card works in the phone though, so I guess it is technically unlocked. Just feels sketchy.<br><br>The other is that it doesn’t quite integrate too well with some apps. My WhatsApp behaves really weird on this phone - phone calls don’t ring here, the person on the line sometimes hears my voice normally and sometimes it is electronified.<br>So not sure what this phone is, I don’t think it is Samsung that is refurbishing these phones. But they aren’t too bad.</br></br></br>",2019年10月6日 在美国审核
No longer skeptical,"I just pray that Amazon is exercising corporate responsibility and not selling someone's stolen phone.Cuz there's nothing wrong with this one, Amazon certified refurbished.This phone was wiped from AT&amp;T and when I dropped in my Cricket SIM card, it booted right up and worked right away.A week or so later, I got a message from Samsung saying it recognized my new SIM and was going to erase some of the bloatware from AT&amp;T and install some new stuff without compromising my data.I checked online and this was legit, and no problems since.Great phone for just over half the price of new so yeah.I'm a believer!",2019年11月14日 在美国审核
Reaction to purchase,I got the phone and everything works so far. I am currently spending time with it to check out all areas and aspect but everything seems to be as good as new. There is only a 4 star rating because I wanted to get the earphone with it but other than that it was a good buy.,2019年7月24日 在美国审核
"Quality phone, nice features","I was skeptical about buying ""renewed"" but when the phone arrived, everything seemed the same as if it was straight from the factory. I have been using the Samsung S10, a massive upgrade from my first samsung phone, the S7 Edge. The battery life will last most of every day and I am trying to preserve that battery longevity by only keeping it plugged in between 40 - 80%. And I am trying to not keep it plugged in overnight. The size of the phone is just right. The fingerprint scanner was an issue when I bought a case with screen protector, and it did work well, but not as consistently as I would prefer (usually 3-4 attempts to unlock). Now I just use the face unlock, which is very fast and highly consistent. I have yet to use the camera for a whole lot. But it takes excellent pictures (as did my S7). The night mode is really neat. It doesn't seem to do completly realistic pictures, but makes for some very pretty sunset/ sunrises pictures. I've posted a few photos to see. The case I bought and really enjoy: https://www.amazon.com/gp/aw/d/B07Y771YLL?psc=1&amp;ref=ppx_pop_mob_b_asin_titleHopefully this review helps!",2019年12月20日 在美国审核
