Great phone at a great price,"Just got this yesterday, the day it came out. I got the Navy Blue, which looks great. I got it to replace my 1st generation Pixel XL. Because the Pixel's battery was old Google stopped supporting security updates, I decided to upgrade. I thought about a Pixel 4a, but when I saw this phone in online comparisons and its 120hz screen, huge battery, and top-of-the-line processor for $600, that seemed like too good of a deal. While the OS is gussied up a bit from what's in the Pixel line, it's not hard to figure out the differences and it adds a slight premium feel.The only negatives in comparison to the Pixel are the camera software isn't as good, and the price is greater: $250 more than the 4a and $100 more than the 4a 5G. I had to look hard at my criteria to justify the extra cost, but I feel that the Pixel software doesn't add enough to the photos and that the extra cost gave me a phone with the kinds of features that will tide me over an additional year that the Pixel phones--with their weaker processors--likely would not. If anything else, it should have decent trade-in value in a year or two.",2020年10月3日 在美国审核
It's just OK,"Coming from a pixel 2 I expected more.Front camera is slow and very blurry in low-lightvibration intensity is pathetic, I keep missing calls.it's obnoxiously largefingerprint scanner is inconsistent at best, even without any screen protection (if anyone had one in stock)Samsung's version of android is garbage, I actually downgraded from Android 11 to 10battery life is better than my ancient phone.wifi6 is fast, about 300Mbps testedWifi6 Stats:Channel 40 (11ax)Signal 94% (-53 dBm)Rx Rate 960 MbpsTx Rate 648 MbpsPower Save Enabled5G is decent (LTE+ indicated at 100Mbps down, 4Mbps up, AT&amp;T in Raleigh, NC)If you you like Samsung's spin on android and large screens this is a great phone for you.",2020年10月5日 在美国审核
My Review of the S20 FE,Performance = 9 / 10 - fast Snapdragon cpu but only only 6gb ramDisplay = 8.7 / 10 -120ghz is greatbut screen is washed compared to s10/s20Batttery = 8.8 / 10 - all day batteryDesign = 8.7 / 10 -flat screen butbezels could be smallerCamera = 9 /10 - great main cameras - selfie camera is MEH and pics can be blurry on moving objectsFeatures = 9/10 - three years of software updates..5g...a lot of color options .. ip68 .. wireless charging .. dex,2020年10月3日 在美国审核
"Great phone, marred by some pretty big issues.","I decided on the Samsung Galaxy S20 FE for my smartphone upgrade for a lot of reasons. One, and most obviously, was the price. At $599 ( the price on Amazon when I purchased it), it was an unbeatable deal. Another was the specs: Snapdragon 865 and 6gb of RAM was perfect for my needs. My old Galaxy S7 looked practically primitive when set against the S20 FE. And so, I decided to give a midrange phone a try.At first glance, the S20 FE seemed too good to be true. The screen, while not 4K, still looks great with the 120Hz refresh rate enabled. The rear cameras look incredibly good, nice and crisp. I've done everything from web browsing and gaming to word processing and photography, all with minimal issue. Battery life is solid, but not the best in the market right now. You'll still be able to get a couple of days out of the S20 FE on 120Hz. Also, you can't beat the customizability of Android. With the option to install launchers/widgets plus a wealth of storage (and SD card support), you get a lot of choice with the S20 FE. The size, while much larger than I was used to, still fits in the hand really well. I would recommend getting a case and screen protector for this one though, as I have seen people shatter the screen with a single drop.But, if you've been reading up on the S20 FE at all, then you know that there are problems. First off, the virtual proximity sensor on the phone is spotty at best. Testing it out myself, I had to be right on top of the sensor for it to detect my face. And for phone calls, that means a few more accidental muted/ended calls than usual. The face recognition and fingerprint scanner are also not great. I'd say it works about 85% of the time, but when it doesn't, do you ever feel it. Adding on, the front-facing camera is pretty lackluster. Not bad, but it's not flagship levels by any stretch. You'll need to be in absolutely optimal lighting to get a decent picture out of it. So if you're looking for a phone to take selfies indoors with, I'd look elsewhere.From what I've seen, the standout complaint with the S20 FE is the touchscreen. And yes, my phone (ordered in early November) has the issue too. Pretty horrendous ghosting when testing it in the touchscreen test app. There's undeniably a hardware issue with the S20 FE. There have been updates since the phone released, but none have fixed it entirely; merely a band-aid on a bloody gash. The real question is: does it affect everyday use? Will you notice it every moment you use the S20 FE? The answer to both is no, at least for me. While I'm sure it does affect certain tasks (most notably those that involve fast touches or 3+ fingers), I really haven't noticed it in actual use. Pinching/zooming with your fingers close together will cause the screen to jitter, but that's about all I've seen. If that worries you enough to pass on the S20 FE, I don't blame you.It really is a shame that I can't give the S20 FE a perfect 5 stars, because it does deserve it in some aspects. But with these hardware issues, there's always the worry that time will make them worse. It's a genuine worry, I get that. But even with the problems, the Samsung Galaxy S20 FE is a pretty great phone. It really does feel like a flagship phone, but with a massive price cut and a few downgrades. Only time will tell if the problems the phone has will get worse, but for right now, I'm more than happy with it.Edit (8/18/2021): I've dropped my rating from 4 stars to 3 stars.It's been a little less than a year, and the issues mentioned above have started to affect daily use in a way that turns this from a great phone to an okay phone not worth your time. Okay, maybe not daily use, per se. But enough that it's starting to effect my initial thoughts on it.The amount of times this phone has turned on in my pocket because of ghost touches is insane. Every time I take it out of my pocket, it's opened a random app and input a few letters on the keyboard. And this is after adjusting the settings to stop these sorts of things. I turned off double tap to turn on (despite wanting that feature) and turned on accidental touch protection (which did absolutely nothing). I even made it so that the phone needed face recognition or a fingerprint to unlock every time I close it. But it just keeps happening. No software update really fixed the screen, as suspected. This is a pure hardware messup.Here's the cold, honest truth: the screen on the S20 FE is terrible. Worse than my old S7. Worse than even a budget android phone's screen. It's beyond comprehension. The virtual proximity sensor is also worthless. I almost want to give it the classic ""angry Amazon customer 1-star"" review, but I'll refrain. There's still good here with the chip, customizability, and great battery life, but that stuff can only get you so far.Here's my advice: don't bother with this phone. You can get a midrange smartphone for the same (or even a lower) price, with better specs. It's still not the worst thing out there and I'm not tossing it in the trash just yet, but it's definitely the last Samsung product I'll be buying. So disappointing, but I couldn't keep this review a 4-star in good conscience.",2020年11月18日 在美国审核
Bait &amp; Switch?,When I purchased this it was listed as 8gb of ram but the model I received is 6gb. That makes me feel lured into something I wasn't expecting.The phone is a solid overall phone with premium performance for the price due to sacrificing the build quality by making the back plastic and the screen gorilla glass 3 instead of 6.Doesn't matter to me as I wanted an unused device (battery) with a top notch processor for the smallest price point.I'm still slightly upset about not getting 8gb as was listed when I purchased which is why I didn't rate 5/5.,2020年10月4日 在美国审核
This phone is AMAZING!!! Ignore bad reviews.,"To give some context, I'm coming from a Galaxy S7.FYI, I read some of the bad reviews. Most are widely inaccurate.Pros- Easy setup: I'm on Verizon and all I had to do was swap the sim card. I didn't have to take the phone to store, I didn't have to log in and change settings, etc.- The 120hz OLED screen is game changing (for me). I'm gamer and I could immediately notice how fast and responsive the panel is. Colors are vibrant and blacks are inky inky black.- Processor is light years ahead of S7. It's also running the 20 series flagship processor.- Camera is amazing.3x zoom and wide lens. Yesss please.- I love the colors. I got the Orange.- Samsung's OneUI is a huge improvement. Very intuitive and very powerful. I've been setting up advanced Bixby routines. I honestly never thought i would use Bixby but I'm a believer now.- Larger screen and battery than the S20- Very fast and responsive finger print scanner- Dual sim cards and up to 1TB of additional storage if you buy a micro sd card. I'm looking at you APPLE. Although Samsung will be removing the sd card storage slot for S21's for some reason.- Comes with a charger. APPLE!Cons- Face recognition is too slow for my liking. The finger print reader is more than adequate.- No 3mm headphone jack- Out of the box charger is not the best. You get a 15 watt charger even though this phone can handle 25 watts.In summary, if you can get this phone for 550 to 600 bucks... BUY IT.",2021年1月12日 在美国审核
Terrible phone in every way.,Never again will I buy another Samsung phone.My Galaxy S8+ is superior in every way except 5G.This phone reeks internal design contest by 1st year interns.Goodbye Samsung.,2020年12月3日 在美国审核
Love the processor and camera!,I sold my s20 ultra and bought this. No issues so far everything works great. I now have extra money to buy something else.,2020年10月17日 在美国审核
"Finally, a (quality) Samsung phone to compete with OnePlus. (Early review - Purchased @ TMobile)","I've been a OnePlus fan for years. I've owned a OnePlus 3, 6, and (currently) a 7t. They've always been solid phones at a solid price, undercutting the bigger players with nearly-flagship specs at mid-range prices.<br>So why did I even consider the Samsung S20 FE if I'm so happy with the 7t?Well, I have to confess. I'm getting a $500 TMobile trade-in value on an old Google 3a I had laying around. $199 net for a brand new Samsung S series phone? Well that was too enticing not to consider.Then there's this. I wanted a true wide-angle lens and better optical zoom. For as much as I love my 7t, I've been longing for something with a little more versatility and quality in the camera stack. (Yeah, I take a lot of pictures.) The 7t's wide-angel lens isn't all that wide and the telephoto is about 1.7x, not 2x or even 3x.So if I wanted a better camera setup, why not go for one of the other S series with higher res sensors and longer zooms? Because the rest of the S20 line was out of my price range. I wanted better cameras, but I'm not insane. $1300 for the S20 Ultra and it's 4x zoom? No way. $1400 for the Note 20 Ultra with it's 5x zoom? Nuts.$699 (with MAJOR trade-in incentives) for a Samsung S20 FE with specs to rival the OnePlus 8?Now *that* was worth a look.I'm glad I looked. This may be the first time I walk away from OnePlus and land on Samsung. The jury is still out, and this is still an early review (I've only had the phone for a couple of days), but so far I'm duly impressed.Now I won't belabor pixel peeping comparisons between the various phones. Pop over to Youtube and you can find comparisons between just about every phone on the market. What I will say is simply this. For $699 the Samsung S20 FE compares extremely favorably to the OnePlus 8, not to mention the rest of the phones in the Samsung S series.So what follows is a quick rundown of the good, the bad, and the meh. I don't think there's really anything ""ugly,"" just a little ""meh.""The Good...* I've never been a fan of the Samsung ""Edge"" style screen. I always turn it off. The S20 FE has a nice, flat, vibrant screen. You get Samsung screen brilliance in a no edgy gimmicks, 6.5"" form factor. Nearly bezel-less. Oh yeah, and it does 120hz, but for battery life purposes I've dialed mine back to 60hz. I'm not a big gamer and frankly 60hz works for me.* The performance is perfectly acceptable. I've seen benchmarks that indicate Samsung isn't squeezing every ounce of power out of the Qualcomm 865, but I don't have any complaints. I can load up everything I typically run and never encounter a slow-down. (Browser, password manager, camera, news feeds, social media, etc.)* The battery life has been good so far, and I expect it to get a little better after it breaks in and Android does it's app tuning magic. I just finished my second day with about 30% left in the tank after a typical usage cycle; a TON of web browsing, a couple of Youtube videos, some social media, LOTS of messaging, a couple of calls.* &lt;drumroll&gt; The cameras are surprisingly solid for a phone at this price point. The 12mp wide angle sensor is poppy and vibrant with TONS of detail. It's a bona-fide wide-angle, too, unlike my OnePlus 7t that trims a few mm off the angle. The 12mp main sensor is well matched to the wide angle, producing nearly identical exposures and saturation, with plenty of detail. Sure, everyone's crazy about megapixels, but 12m is plenty for most applications and I've printed 12mp shots up to 20x30 in the past with good success. Now, the 8mp 3x optical telephoto is worth a special note. Yes, 8mp is a tad skimpy, but when you consider that other phones in the Galaxy S range (and other manufacturers) use a combination of pixel binning and AI magic to artificially create longer zooms, 8mp 3x optical is... well, it's workable. So far the results are not only usable, but quite good. At 10x the results are still usable, though I wouldn't use them for blow-ups. At 20x, detail is dropping off fast, far earlier than the ""space"" zoom on the higher end Galaxy S20 line with their higher resolution sensors. By 30x the photos are unusable for anything but... well, they're unusable. At this price point, though, the quality is quite good and I have no complaints. I'm paying half the cost versus the other Samsungs with more advanced zoom setups, so I'm getting about what I expect at this price. Oh yeah... I don't do selfies. YMMV ;) BTW... The camera software launches *faster* than the module on the Note 20 Ultra. No kidding. The bargain unit is faster than the flagship. Noticeably. Like a second or two faster. Go figure.* Memory Card slot. Why can't Apple give you expandable memory? No memory expansion on the OnePlus. Why couldn't Samsung add it to the $799 Note 20? The S20 FE has it at $699. Winning!* Oh yeah, and one bennie... I know a lot of people go bluetooth and live audio isn't as big a deal anymore. I happen to be one of those folks who likes to listen to live audio off my phone. I carry it around with me. The OnePlus 7t has always been a bit tinny for my taste, another minor annoyance. The audio on the S20 FE is actually passably rich and full. ""Passably."" This is no Bose Soundbar. It's just not annoying. ;)The Bad* Slower charging than the OnePlus 8. Come on, Samsung. You can do better than 25w charging. How can tiny little OnePlus keep beating you to the technology punch on charging?* Plastic back. Some people don't like this. I'm fine with it. I put my phones in Spigen slim cases anyway. But if you're spoiled by all-glass backs, this isn't going to win you over.* Samsung One UI. Bloatware. Irrelevant. Childish looking. Replace it with Nova Launcher, tune it to your taste, and move on. OnePlus has a clean, crisp UI and that's the way it should be. Samsung needs to grow up and get rid of One UI.* 6gig of RAM? Come on, Samsung. OnePlus routinely puts 12gig in. Now I don't need 12gig, and I've never pushed my phone to those limits, but please, it's time to grow up and beef up the RAM, even at this price point.The Meh* 5G performance is good when you can find it, but it crushes battery life. I never run it on anything but 4G. I don't need 5G. I'm not streaming 8k to my phone. I'm just using it for the typical stuff people use a smartphone for.* Please, for the love of the UNIVERSE, kill BIXBY! Bixby, Bixby, Bixby! KILL BIXBY! In the age of the Google Assistant and Alexa, it's utterly, completely useless. Why tie Bixby to a button? KILL IT! UGH!* Who puts volume buttons on the right? Seriously. If you want to create a phone for righties, the volume buttons should fall under the index finger, not the thumb. The power button goes under the thumb, as it is on this phone. This is a bizarre design choice and OnePlus gets it right. Samsung, not so much.* One thing OnePlus continues to add to their phones that nobody else on the Android side has added is a volume mute slider. I can't tell you the number of times that silly little slider has come in handy during meetings. Flip a switch. No need to open the screen. Just slide the switch. Steal the idea, Samsung. (Correction, just take inspiration from it. :) )Bottom line...This phone is a GREAT value for the price. At this price point it's in the same league as the OnePlus 8 and in some subtle ways it's a notch better. The only reason anyone would spend any more money than this would be to get gimmicks and pointless performance bumps. Save your money. Make it a Galaxy S20 FE or a OnePlus 8.</br>",2020年10月4日 在美国审核
"Great value, totally worth it.","Just ordered my phone it came super quick at a discount from Amazon. For $635 , the phone is quick the cameras look really cool on the back but I'm not a fan of how clear they look the picture is fuzzy and is always halfway zoomed in. Coming from lg Google phone from 2017 the samsung ui and ecosystem is mediocre at best, it feels really slippery and unfufilling like every app you open is opened on accident like you just slipped into this app. Counter intuitive power off process(its not the same as to power on wtf ). Bixby sucks to say the least, a lot of wireless half baked features that are impractical. But the phone seems reliable enough, I know how to maximize battery life like first changing the wallpaper to a black and white version, limiting 5g/network(I like how you can easily enable 5g if needed, but who really needs that much power?), and of course keeping no apps running in the background, and putting the phone on do not disturb mode so it doesn't vibrate itself to oblivion, which is weird because the phone forces a lot of notifications even after you turn them off or minimize them. I expected a little cleaner software, honestly would have preferred a brand new s9+, but I couldn't find anything that wasn't refurbished. I turned the 120 Hz refresh rate off and boom the battery is lasting a couple days on the regular love 4500 MA battery. I like the glasstic back, but be warned there is a slippery feel to it so go to eBay and grab a quick 10 buck case to be safe. Overall I'm happy with the device. The expandable storage is very nice and I bought another 128 gigs for 30 bucks at target so I have all the memory I need and more! Just wish I could switch to the Google version of software but keep the Samsung hardware, because those pixels are looking weak! Watching the iphone 12 commercial made me shrug and grateful I had this phone, the price, the value, and the vibe of my mint cloud samsung 20 fe is one that is pretty much unmatched! The box is the phone and charger, the speakers sound is a little above average. The fingerprint reader is solid and practical. Totally worth it.",2020年10月15日 在美国审核
