"Great value, fast shipping, perfect buy.","From reading other reviews I was a bit hesitant. Comparing the S10 vs the S10+ I wasn't crazy about the larger size but upgrading from an older S8 it's not that much bigger. The larger battery did sound like a huge plus considering I had to charge my phone several times a day as a heavy user. A week into using the phone as usual at the end of the day the battery is near 40%. It's amazing as a heavy user to not have to charge the phone in the middle of the day.Pros: Price. Refurbished phone, I would never know it wasn't new except for the packaging. It did come with a fast charger and the sim card pin. No headphones. Battery life is AMAZING. Camera is solid. Bluetooth works great with all my devices, headphones, car, speakers etc. Wifi is solid. Cell coverage is good. Call quality is great.Cons: None so far. If I'm being hypercritical the packaging could have been a bit more protected and the sim pin could have been in a bag and not loose in the box and included factory headphones. BUT for the price I can buy headphones, I already have bluetooth headphones I use daily.Bottom line, phone looks new, works great. No complaints. I'm on AT&amp;T and had zero issues transferring to the new device.",2019年10月3日 在美国审核
Stolen goods!,"Phone is great. However, when I tried to add it to my sprint account,I was getting a message that said it was locked.I brought it to the Sprint store and they verify that they could not have it because it was assigned to another network. After a bit of research I discovered it was assigned AT&amp;T. It was then discovered that the phone was still their property as it was not paid off. Essentially what I bought was stolen from AT&amp;T not paid off and sold to another customer. Do not buy from this seller",2019年7月5日 在美国审核
Brick that takes lovely pictures,"I really wanted to be among the lucky ones who didn't have a problem with their phones but unfortunately that wasn't in the cards for me. I essentially received an S10+ brick that takes lovely pictures and videos. The colors really pop on the screen and the images don’t appear overly filtered. The slow mo feature is fantastic!I received it on a Friday and was pleasantly surprised to see it had no scratches or signs of previous use. Transferring data, apps, contacts etc from my old Galaxy S7 edge was a breeze thanks to smart switch. I tested everything and it all seemed to be working. Due to wifi calling, I didn't realize the phone wasn't connecting properly to my T-Mobile LTE network. It wasn't until during the weekend that I tried calling or texting away from home that it became apparent.An hour on the phone with T-Mobile customer service followed by 3 or 4 visits to the store failed to resolve it. What's weird is at the store it was working but as soon as I walked out the door, it would stop. It was connecting to an H network instead of LTE, but only in the T-Mobile store. This even baffled the associates.I have returned it and will consider replacing it with another S10+, and shall update my review at that time.************ UPDATE *************On November 20 I placed an order for a replacement with the seller 2019BestSale. Delivery was due on Nov 29 - Dec 2. When it didn’t arrive I emailed the seller and his response was to contact Amazon warehouse. He also stated he didn’t have my address in the system. This is weird because I have purchased a few hundred items over the years and not once has there been an address issue. I emailed him my address and a new date was set of Dec 9-12. That date came and went and still no phone. I contacted him again and his response again was to contact Amazon. A new date has been set of Dec 20 - 23. That's a full month from the order date! I went ahead and canceled it.My advice, STAY AWAY FROM 2019BESTSALE!!! He takes orders that he is either unwilling or unable to fulfill. He doesn’t set a specific delivery date. It is always a 3 day window and even then, he cannot produce the goods! Unfortunately this seller appears to be one of a few that offers the blue color that I want so I’ll just have to settle for black from a more reputable business.",2019年11月19日 在美国审核
Initially blacklisted IEMEI and now not working well,It is a replacement as the first one was IMEI BLACKLIST.The new one has some serious issues.The touchscreen is not sensitive and in some areas not responsive as well.Unfortunately this was the worst purchase I made from amazon.Thanks to Amazon guarantee I will return it.Enough pain.,2019年7月21日 在美国审核
"Friendship ended with Apple, now Samsung is my best friend.","I was an Apple user for since the iphone 5 and like most Apple users was heavily invested in their ecosystem.I ended up not being able to use my iphone and did not want to settle for a cheaper iphone due to financial constraints.Due to this I ended up looking elsewhere and really liked the idea that I could get a like new S10+ for half the cost of new so I took the plunge and I'm glad I did.I never was a big fan of android but Samsung's One UI is very user friendly and has almost 0 bugs compared to most Android offerings.The OLED displays that Samsung produces are next level, even when compared directly to the new iphone 11 Pro.It's so crisp and vibrant!Battery life is phenomenal as well.The company I went through, used-gadget, sent me a pristine S10+ that looked as though it had never even been used.Will certainly be sticking with Samsung for the near future and will also be buying refurbished from Amazon again.",2019年10月1日 在美国审核
Misleading guarantee,Amazon Renewed does not honor the guarantee to send a replacement.,2019年10月10日 在美国审核
Expect what to get from the description - not from other reviews,"I made the mistake of reading reviews (ironically posting my own now) before purchasing.I saw lots of photos of what people received and was very optimistic that the description was not correct (no earbuds, factory box, factory cables/chargers).I WAS WRONG.If you're reading this review, know that the device is more than likely going to work and be very clear of scratches.However, do not base your expectations solely off of the reviews.Set your expectations from the description of what you'll receive and if the seller happens to exceed your expectations, great!Overall, I'm happy with my S10+, but would've set my expectations lower upon reading the description of what I was buying.My fault.",2019年10月31日 在美国审核
Best Purchase EVER. I'd definitely buy again.,"The thought of getting a refurbished or ""renewed"" phone is always so nerve-wracking but with BuySpry, it didn't have to be! I purchased this phone on Sep 23rd, 2019 and had it arrive Sep 25th, 2019. Thank you Amazon Prime!<br>Disclaimer: I received NO compensation for this review. I decided to write this due to the lack of accurate or honest reviews in this section.If you'd like to check the status of your phone to make sure it isn't being financed, or stolen feel free to check out imei.info, dial *#06# and input the numbers that come up into the website. You'll get a detailed review on your phone! Mine came out clean thankfully!About the phone:This phone is indeed an international model, so don't expect to get Snapdragon. You'll be getting the international version, Exynos. Is it a significant difference? No, not at all. My phone did not come with any preinstalled bloatware which is amazing. It saved me a lot of uninstalling.Condition of the phone:You can clearly see from my photos that it is in pristine condition. I set a drawn wallpaper that I created to set out the color vibrancy and I love it! The screen has no scratches what so ever, though I'm not surprised due to the fact that this is gorilla glass we're dealing with here. The back of the case proved to be just as worthy of its pristine title as there were no scratches to be found, even under a magnifying glass!What's inside:BuySpry really takes the cake with their products. This product came in a generic box, bubble wrapped and upon powering it on it was partially charged, as it should be. It also came with a generic type-C cable and fast charging block. Included was also a SIM card pin for easy removal. BuySpry also included instructions on how to connect your phone and what to do if you find yourself having trouble.My Carrier:I'm on Metro by T-mobile and I had no problems at all. I called them up, followed their instructions as I inserted my SIM card. Once I was advised to power down the phone and turned it back on I can say that in less than a minute I was on my network with 100 percent flawless connectivity.Notes:I was extremely skeptical about buying this phone but BuySpry made me confident with the condition that I received my phone. I'm a working woman, constantly on the go and I rely on my phone for all of my business transactions and needs. The phone is flawless! The only thing that sets it apart from not having bought it from a flagship store is that it doesn't come with any of the goodies I would have gotten. Does it matter? Not at all. With the amount I saved buying from them leaves me with more than enough to buy those items on my own!Before leaving a review, please make sure that you contact the seller before writing a review. Negative reviews reflect badly upon the seller. I had messaged BuySpry with some questions as the phone was on its way and I was answered almost immediately. I would definitely buy from them again!!Thank you, BuySpry!</br>",2019年9月26日 在美国审核
Looks and works like a BRAND NEW phone for 1/2 the price,"It is indeed re-new-ed!!I cannot find a single scratch on the phone.Its literally BRAND NEW looking.We spent all evening yesterday taking and watching pictures on a holiday train and in a few hrs it will be 2 days since I charged the phone.I always buy refurbished products and believe they are better than a new product.Why?Simple.While a human spends a few seconds to make sure a mass produced product works, a refurbished product goes through much more rigorous testing and validation. But 'renewed' seems to be a whole different ball-game.10 years ago, the refurbished product I purchase would have some signs of wear.But it seems renewed products are tested, as well as made to look brand new.I literally paid 1/2 the price for a new product.Why would one buy a brand new product instead of this?Oh wait.I know.They probably want the shiny S10+ box right?because this one comes with a generic white box.lol.Happy shopping.",2019年12月22日 在美国审核
Contact Seller before purchasing,I bought this device from the seller OneTouchDeals. Was a little hesitant because the price was so low and the reviews I read. I emailed the seller upon our purchase to confirm in what I was ordering. They assured me that the device would work with T-Mobile and it does perfectly. Device is renewed but it seems brand new to me. I couldn't find A SINGLE SCRATCH on this device. The only giveaway that this is a used device is the box it came in. Other than that it seems like a brand new phone. For $498 I can't complain a single bit. Upgrading from a Galaxy S8+ and I absolutely love my new s10+!,2020年2月8日 在美国审核
A complete waste of time and money,The phone is labelled unlocked but when I tried setting up service with my provider (TMobile) I was told it couldn't be used due to the device being in bad financial standing. So I contact support and they ship me a replacement phone. All done right? Wrong. The replacement phone (which I was waiting to switch to as I was stuck using the faulty first phone) was ALSO in bad financial standing! Contacted support to se if I could get a replacement from anyone else and was told it has to be from the same people who sent out the first two duds in the first place! Not to mention I would have to wait to receive a refund until the previous two phones were received by them! So not only have I been out of a phone for a week I now have to wait on shipping to get a refund. Ridiculous that people can sell these phones under false pretenses.,2020年1月31日 在美国审核
Like new,"After reading some of the reviews I had fingers crossed that the phone would be in acceptable condition, and not turn out to be a stolen phone, which some have claimed. Needless worry. My device was in PRISTINE condition. Looks brand-new. Popped in my SIM card from my Moto G7 (Verizon) and it worked instantly. Using Samsung Smart Switch I wirelessly transferred data, contacts, apps, etc to my new S10+. All my apps were installed on my new phone very quickly. Some which required higher security (medical) needed to have me re-credentialed by the hospital IT dept, but that was relatively painless. I'm so glad to be back with a Samsung device. My 2 year experience with the Moto was dissatisfying. But I REFUSE to pay $1000 or more, or even $500 or more for a cell phone. With my computers and other devices I always stay a few steps behind the bleeding edge. This Amazon Renewed experience has been excellent so far.",2021年7月3日 在美国审核
"Amazing,but....","I did like how it came, however the charger took long to charge. I charge it for two hours, yet I managed to get 24%. If this isn't the real charger I would like you to send me it. If I'm paying more money for this phone aleast give me a good charger.",2019年8月18日 在美国审核
Good product,He hook me up. Everything works real well on the phone. Phone was brand spanking New,2019年7月20日 在美国审核
You get what you pay for.,The phone came with a big scratch on the screen. I guess you get what you pay for. The phone would not receive calls or messages. I had to send it back.,2019年10月5日 在美国审核
Amazon Renewed purchase review,"I purchased this through Amazon's Renewed Store fully unlocked. I honestly can not believe how fantastic this phone is given it's a two years old flagship but looks and functions like it's a two months old flagship that was never opened. The innovation of Amazon to create such a huge marketplace for renewed devices to look and function like new with a three month warranty not only helps the environment, these renewed devices are a fraction of the price. It takes a lot to astound me, but this concept is a major major major win win for everyone. Amazon is truly amazing and its concepts are brilliant which is why Amazon is number one in customer centric satisfaction and retail creativity. I am absolutely thrilled with this magnificent still relevant phone, its brand new condition, 90 day warranty, and unbelievable price. I would never hesitate to recommend Amazon Renewed. I was hesitant, but I considered Amazon's policies and the 90 day warranty and purchased with confidence knowing I could return or exchange. You can buy without anxiety. Side note suggestion - look for sellers with the most sales and highest ratings.",2021年6月25日 在美国审核
Wonderful!,I thought I had problems because I took it to Boost and they told me it wasn't possible to switch my account to it! The lady was wrong! I called boost and they walked me through the prosess. Easy to do! Everything went great. I was concerned because of all the bad reviews. I think some people stop after the first try when someone gives them wrong information. I just needed to buy a $10 sim card and put it in then call and they turned it on. I then took it to Boost and they transferred all my info onto it. All set! Phone is amazing and looks brand new!,2019年11月13日 在美国审核
Review: 10/10 (Cricket/AT&amp;T Network),"I was kind of scared to purchase this after reading the reviews, (the price difference also gave me pause, so if you're also side eyeing it I feel you.) but after my s8 took damage I took the plunge.☆Service: I am on the Cricket network (AT&amp;T) and everything works fine, I popped my sim in and experienced no interruption in service, to my relief. I also haven't recieved any slow downs with navigation/messages/ect. and I've been using this phone for a month and some change.☆Hardware: The phone itself is great. The camera takes amazing photos (2 cameras in the front, 3 in the back) and I really dig the Flamingo Pink aesthetic. When deliberating over this or the s20+ a big plus was that the s10+ still has its headphone jack. This means I don't have to worry too much if my headphones die on me in the middle of the day, I'll pack a spare and be done with it. The speakers are loud and clear (significantly if this is an upgrade from 2 or more phones ago) and messing with the audio functions (if you're into that) can produce even better sound quality. The infamous camera notch in the top right corner, while obvious at first, is barely visible once you've used the phone for a few minutes and rests comfortably in the notifications bar.☆Software: If you're already familiar with Samsung's flagships it's pretty user friendly and to the point, if you're coming over from the dark side of iPhone, (or other droids) this setup will take some getting used to. Dedicate a bit to learning the inner workings of your phone and maybe breeze through a youtube video to check out all the neat stuff it can do. The processor is fast and clean and the screen is vibrant and responsive.All in all I am very happy with my purchase and enjoy the device. I personally don't see myself upgrading for at least another 3 Galaxy's.",2020年4月17日 在美国审核
Absolutely great deal unless your on AT&amp;T Network,"Phone arrived on time and was as described, not a single scratch - just like new.The listing states the device will work on any US GSM carrier, and this is partially correct.This is the ""F"" variant of the S10+ and doesn't support Band 30, if you're on AT&amp;T you will likely notice decreased data speeds (no LTE+/5GE). You will especially notice the difference if you live in a major metro area where carrier aggregation is in place.If you're a T-Mobile customer you're fine. I normally get speeds between 20-50Mbps on AT&amp;T and with this device (missing Band 30) I get between 1-5Mbps.Great device, great deal, will probably return next week.",2019年9月20日 在美国审核
Best phone I've owned so far!,"I'm extremely happy with my purchase! This was a major upgrade for me upgrading from an iPhone Xr . I was seriously sick of iOS and missed my old experience on my Samsung S8 which broke and Ihad a deal on iPhone so was like ""why not.."" regretted that decision. Ever since they released the galaxy S10+ I've been earger to get my hands on it.The device I recieved was pre-packaged in a Amazon renewed unit box but seems to be BRAND NEW. You won't tell the difference if it was used, refurbished or open box new. The phone is incredible, extremely fast and snappy. Was extremely easy to setup too. Just signed into google account and instantly recovered my favorite layout and settings so it made the transition that much easier. The camera quality is fascinating. Beats the iPhones camera quality by miles. Can take low light photos very well and the 5 different cameras really make a photo taking experience that much better with so many different modes to play with. The battery life is extremely great! My iPhone would die in literally a half of my s10+ battery charge. And I tell ya, I really missed fast-charging! iPhone always took about 5 hours to charge. Which I hated so much. And it died so fast. While my new s10 I get a 10% to 100% fast charge in just a little over an hour. I couldn't be any happier honestly!Especially for the price! It's a steal! Absolutely recommend this to anyone coming into the android market for a Samsung device.",2019年9月10日 在美国审核
I purchased 2 s10+ and they were NOT UNLOCKED,"The first phone was locked T-MOBILEThe second phone was locked SPRINTUnfortunately, these defective phones cost me repeated headaches and so much lost time.",2019年11月5日 在美国审核
Not unlocked,This phone was not unlocked. Had to return it. Still waiting on my refund.,2019年10月29日 在美国审核
GREAT service and quality.. not the item for me.,"I was fairly cautious buying a refurbished phone for the first time but I feel that the first thing I should put here is that I was VERY surprised by the quality received. The phone was nearly spotless and functioned with the snappy response you would want to see from a flagship phone (even a two year old one). As advertised it comes in a box that is not the factory direct one, (something that many reviewers seemed to somehow miss written 2-3 times in the description). All in all, the phone had a ""peely"" screen protector within a thick phone shaped bubble wrap ziploc, within a high quality phone box that sperated the peripherals (charging cable and sim pin) from the device and all of that was in a small sturdy ship box. I received the phone two days earlier than slated to but that is probably just because it was only from new Jersey to Connecticut. The phone powered on very quickly and stayed on for over 30mins on 1% charge before I plugged it in.Now to the only unfortunate part. I use a somewhat indy carrier whom I am pretty attached to called Republic Wireless. The galaxy s10+ IS compatible with them but ONLY the somewhat rare factory unlocked model (SM-G975UZKAXAA or SM-G975U1 when abbreviated in the phone's settings). This listing is for unlocked models NOT necessarily FACTORY unlocked models. So the unfortunate result was me receiving an unlocked model SM-G975UZKAVZW or the Verizon model. It's worth noting that more than 95% of you out there will not have an issue with this difference but for me this made the phone completely unusable.That leads me to the last part of my review and the reason I wanted to leave this review after my experience as a whole.On realizing that I had an unusable phone I was understandably disappointed and frustrated and reached out to both the seller (PromoDealz) and Amazon. Admittedly, seeing a name that sounds like a corner pawn shop (truly no offense guys, I'm not what the kids call hip..lol) I was a little worried about the follow up I'd receive but that anticipation, like the ones about a refurbished phone in general, was blown away. What I got was quick clear responses with nothing but the intent to try to help me out. After they had gone through their whole inventory to check for what I needed based on my messaged information they offered to extend contact to phone and we connected to discuss the problem. They didn't make me feel like I was being a hassle at all as they took all the information I could find on what phones work for me and checked their entire stock of s10+ (50ish pieces) then offered to receive their next shipment of 200+ pieces and check those too. These folks seem like good people who are dedicated providing a good service here. Hopefully they weren't cursing me behind my back lol. Wouldn't blame 'em.Unfortunately after the hunt they didn't come up with what I needed and, as they had offered as a worst case (or immediate if I'd preferred) solution all along we processed a return/refund. I somewhat assume that the carrier specific models of this phone are vastly more common because most people buying $800+ flagship phones are doing so because of incentives, financing and deals through larger carriers (""get a new family plan and get FOUR free* super flagship phones at only $300/month"" *phones free for first two months then at a monthly payment plan of $150/month for 97 months and a $700 plan cancellation fee applies when you find all the other plans out there for a quarter the cost.... Sorry I'm a bit biased against big carriers).Anyway, all in all, I'm shocked you're still reading this. I'm a lot less concerned about the refurbished concept after seeing the quality of the phone received as well as the quality of the seller's support and Amazon's backing. (Amazon support fellow actually said ""don't worry, we've got your back if you get any trouble from the seller"" luckily no trouble so I didn't have to call big brother)You still reading this?Why? Go read a book. Or like, listen to one or something.Terry Goodkind's sword of truth series has good audiobooks... On the road listening maybe?Too lame? Maybe go watch something on netflix or disney+?Falcon and Winter Soldier is not bad so far...Evil Genius was good for you true crime nuts..Seriously.I of all people am not that entertaining.At least go find yourself a phone. I assume you need one if you're here reading my stupidity.Ok.Bye then.",2021年4月17日 在美国审核
Pleasantly Surprised,"I was very skeptical because of some of the negative reviews, but decided to see for myself given the great price (I always buy refurbished) and good return policy.This is a fully unlocked Galaxy 10+. Transitioning my SIM card and files from my old phone was a breeze.I found 1 very minor knick on an edge- it took effort to find the very tiny scratch. Definitely not a deal breaker, and honestly was very impressed with the asthetic condition of the phone. Cameras are prestine and free of marks, screen has no flaws, and the battery life seems good so far.Zero issues here- very satisfied with this purchase and feel like I got a fantastic deal.Again, I always buy refurbished and don’t expect complete perfection and original factory packaging. However I do expect the device to be of good quality at a reasonable price- and this delivered on that.If you're a skeptic and can live with a couple hairline scratches on the case, just go for it. You can always return if you're not satisfied, but based off my experience I would bet you'll be pleasantly surprised.",2021年2月17日 在美国审核
"Still a little Weary, but Feeling Mostly Good about CPRTX!","Ordered from CPRTX!!The phone was expected between May 17-20th, but it came today, May 15th! Very fast delivery from CPRTX!So far, what I can say about the phone is that the screen is perfect. I did notice very, very, veryyyyyy minor scratches on the back panel of the phone—however, I only noticed them because I specifically held a flashlight up to the phone to see if there were any (I noticed 3 really short, really thin scratches in total). Otherwise, they are not at all noticeable! The phone works like a brand new device, but my only con is that the charger I received from CPRTX makes the phone HOT, very hot, because it is not a Samsung-made charger. I will buy a legitimate charger instead (and I recommend other buyers do the same) because I don’t want to risk damaging the battery. Also, the phone has to perform individual updates a loooooot (it was originally released in 2019 and it is now 2021, so it is understandable), and as phones that have to go through a constant cycle would have it, it gets a little hot at times. I prefer to update my phone with it charging, but I can’t due to the charger problem that I stated earlier, so I’m going to give the battery life rating 2 stars. After 3 updates, the battery dropped from 73% to 68%, which isn’t bad! Otherwise, I’m feeling happy with my purchase. It’s only been a few hours so I will give a new update after 1 week, then another after 1 month!Thank you CPRTX! Please send 100% real Samsung chargers with the devices next time!",2021年5月15日 在美国审核
Great phone to buy - really bad earphones though,"The phone (s10+) came in optimal conditions, I've decided to make this review since this product have terrible reviews and maybe some of you still want to buy it I think you should, they have printed an instruction on the box in case the phone doesn't recognize your sim card when you first use it, but it comes with some phone company apps preinstalled (in my case were Verizon apps), everything else is just as I expect it,- The only bad thing was the earphones they put it on the box, really bad quality, I thrown them right away.",2019年12月1日 在美国审核
BAD PHONE BATTERY AND POOR QC,"Essentially, the S10+ had a battery problem from the get go. It had 18% battery charge when I received it, pretty normal. It took over 12 hours to charge. Normal charge time would be about 4 to 6 hours. The next day I usedit like my s8+, calls, texts, news etc. The heat coming off the phone was like a radiator, w no cover on yet. It used a full charge in less than 5 hours. Down to about 28% charge left. I went to the battery utility, it showed no excessive battery use. Obviously Ihad a bad battery, no replacement battery, they are permanent.I got an RMA FROM THE third party vendor. He said he would send another one. He said he had many in stock. He never did and played me for several days. Had to call AMAZON to back up the warranty.The phone itself was in perfect condition. Pristine indeed. I spent $30.00 transferring phones and data, plus much wasted time and frustration.",2020年7月29日 在美国审核
Love is an understatement I'm obsessed with this phone!!,Love is an understatement I am obsessed with this phone I had a galaxy s9+ and it got stolen broke my heart because that was the best phone I've ever had in my life and now this one is the best phone I've ever had in my life!!!! I brought because of the camera and it has not disappointed!!!! Wow and the fast charging is awesome!! And it's also a tough phone no screen protector have dropped it soo much not even a scratch but I am getting a screen protector though I don't wanna run out of luck lol but wow storage is incredible just like S9+ and I am with boost mobile all I had to do was call them switching it to my service provider was not hard. The only issue I have is it did glitch once and turned off but after a few moments it was like it never happened also the water detector after getting the charger a little wet the water detector caught it quickly and dried sooo much more faster then my galaxy s9+ it would take FOREVER to get the water out of my galaxy s9+ sometimes hrs NOT WITH THIS PHONE IT LITERALLY TAKES LIKE 2 OR 3 MINS!! And the speakers are sooo loud for a mini get together I didn't even need to hook it up to a speaker!! The only problem I did have is it glitch once turned off and turned back on a few times not sure if I dropped it without the gas a little too hard or it was self updatingidk but then it was like it never happened and it hasn't happened since I LOVE LOVE MY PHONE THANK YOU!!!,2020年7月1日 在美国审核
I want to give 100 star *****,Received item in 4 days. I can say it's brand new. So far working like new item. In a word I can say 100 star. Thank you.,2019年8月16日 在美国审核
